及ぶ,及ぶ,動詞,子音動詞バ行
及ぼす,及ぼす,動詞,子音動詞サ行
終わる,終わる,動詞,子音動詞ラ行
買い上げる,上げる,動詞,母音動詞
買い換える,換える,動詞,母音動詞
解決する,する,動詞,サ変動詞
介護する,する,動詞,サ変動詞
開催する,する,動詞,サ変動詞
開示する,する,動詞,サ変動詞
回収する,する,動詞,サ変動詞
外出する,する,動詞,サ変動詞
外食する,する,動詞,サ変動詞
改正する,する,動詞,サ変動詞
解説する,する,動詞,サ変動詞
改善する,する,動詞,サ変動詞
開発する,する,動詞,サ変動詞
回復する,する,動詞,サ変動詞
開放する,する,動詞,サ変動詞
解明する,する,動詞,サ変動詞
改良する,する,動詞,サ変動詞
代える,代える,動詞,母音動詞
抱える,抱える,動詞,母音動詞
輝く,輝く,動詞,子音動詞カ行
かかわる,かかわる,動詞,子音動詞ラ行
